739340.6806450088,1.0000000000,-25.5027597826,17.9571502587,-39.8265827238,314.8992107431,-5.3422302195,-23.7344788699,385.2640316219,13.6422545844,365.9557773266,83.4387327660,-34.2657569887,265.0200801888,-80.1570740097,68.0445846975,13.5643281450,-67.8633136699,-71.3679810133,4.9276084814,402.6667568163,86.8021368458,-59.2150066442,11.0117857396,-124.9587161486,31.2378152281,-32.5754711202,302.4550080736,0.1905452425,0.1905452425,1.0000000000,302.4550080736
739340.6806507690,1.0000000000,-25.5027597826,91.3802363902,-39.8265827238,314.8992107431,-5.3422302195,-23.7344788699,385.2640316219,13.6422545844,365.9557773266,83.4387327660,-34.2657569887,265.0200801888,-80.1570740097,68.0445846975,13.5643281450,-67.8633136699,-71.3679810133,4.9276084814,402.6667568163,86.8021368458,-59.2150066442,11.0117857396,-124.9587161486,31.2378152281,-32.5754711202,302.4550080736,0.1905452425,0.1905452425,1.0000000000,302.4550080736
739340.6806597325,1.0000000000,-25.5027597826,17.9571502587,-39.8265827238,314.8992107431,-5.3422302195,-0.1693418480,385.2640316219,13.6422545844,365.9557773266,83.4387327660,-34.2657569887,265.0200801888,-80.1570740097,68.0445846975,13.5643281450,-67.8633136699,-71.3679810133,4.9276084814,402.6667568163,86.8021368458,-59.2150066442,11.0117857396,-124.9587161486,31.2378152281,-32.5754711202,297.4487077359,0.1905452425,0.1905452425,1.0000000000,297.4487077359
739340.6806667361,1.0000000000,-25.5027597826,17.9571502587,-39.8265827238,314.8992107431,-5.3422302195,-23.7344788699,385.2640316219,13.6422545844,390.5296281255,83.4387327660,-34.2657569887,265.0200801888,-80.1570740097,68.0445846975,13.5643281450,-67.8633136699,-71.3679810133,4.9276084814,402.6667568163,86.8021368458,-59.2150066442,11.0117857396,-124.9587161486,31.2378152281,-32.5754711202,135.3093598249,0.1905452425,0.1905452425,1.0000000000,135.3093598249
739340.6808093245,1.0000000000,-25.5027597826,17.9571502587,-39.8265827238,314.8992107431,-5.3422302195,-23.7344788699,385.2640316219,13.6422545844,384.6010259854,83.4387327660,-34.2657569887,265.0200801888,-80.1570740097,68.0445846975,13.5643281450,-67.8633136699,-71.3679810133,4.9276084814,402.6667568163,86.8021368458,-59.2150066442,11.0117857396,-118.6621771483,31.2378152281,-32.5754711202,112.8542420813,0.1905452425,0.1905452425,1.0000000000,112.8542420813
739340.6808436600,1.0000000000,-27.2899844727,19.8100030904,-39.3594574934,313.7347447218,-4.9096333337,-24.9207412582,382.1352685405,15.6706695139,386.5165228876,83.6111380688,-34.9653459900,263.7452741234,-79.3431019586,68.5056074809,13.6572308387,-69.8992450619,-71.0056270739,6.9502783105,404.4731576216,86.7431125083,-60.1239142150,13.0411600154,-122.9472692952,31.4698881986,-32.8535976275,110.4191641882,0.1905452425,0.1905452425,1.0000000000,110.4191641882
739340.6808455758,1.0000000000,-28.1786439295,20.7404922728,-39.1252270779,313.1519435805,-4.6932998381,-25.5116261462,380.5558702621,16.6810519046,387.4673924024,83.6970325943,-35.3139109004,263.1054760405,-78.9383032588,68.7365092489,13.7036776869,-72.0367900593,-70.8218237271,7.9600190387,405.3632876181,86.7135544629,-60.5718242799,14.0527107079,-121.9407849284,31.5932875281,-32.9925543083,102.4798813990,0.1905452425,0.1905452425,1.0000000000,102.4798813990
739340.6808662299,1.0000000000,-27.0355511775,18.1531517946,-39.9707900902,327.5221227015,-6.2748101014,-24.9206542392,381.8527418873,16.9271777015,387.6986898162,82.5719506496,-35.1071007606,263.2829300491,-79.6679950746,68.2251283367,11.7638811813,-67.9200271713,-71.0940010958,6.2600970739,403.9886990548,85.4715619782,-60.0555952078,12.6278353261,-121.6951441667,31.3703698064,-35.0267525871,100.1523219906,0.1905452425,0.1905452425,1.0000000000,100.1523219906
739340.6808681524,1.0000000000,-27.4452650525,17.1866108557,-40.3590436417,341.6042953006,-7.2339816606,-25.2770302902,380.7587373338,18.1601214098,388.8553880298,81.8006212756,-35.3878669071,262.6648767221,-79.7929127518,68.0825461987,10.3557151556,-68.1243219301,-71.1068020608,6.5243988120,404.2875017480,84.4742088509,-60.2925631705,13.0319518601,-120.4618634743,31.3919952314,-36.6832786026,91.7450327981,0.1905452425,0.1905452425,1.0000000000,91.7450327981
739340.6808816423,1.0000000000,-32.6402572879,18.0291043850,-40.0272238553,316.7230690107,-6.4311606914,-23.6232348799,385.3811517408,15.7598480429,386.7929589157,83.3565576449,-34.2753562826,264.9463756083,-79.6702849190,68.2113439397,13.2874462042,-67.9492071712,-71.0875400109,6.3350195006,404.0677197368,86.6389464006,-59.0748007145,12.7298781659,-121.4329161762,31.3772950055,-32.7792195209,87.4853697123,0.1905452425,0.1905452425,1.0000000000,87.4853697123
